dialogue_id,dialogue,num_tokens
2061123011,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
1C THE 28X TO MURRAY LIVE AT 
Going to MURRAY . Is this correct?
NO 28X 
The 28X . Is this correct?
YES 
Okay
Where would you like to leave from?
FROM OAKLAND 
Leaving from OAKLAND . Did I get that right?
YES 
Right
What is your destination?
AIRPORT 
Going to AIRPORT . Is this correct?
YES 
Right
When are you going to take that bus?
TWENTY THIRTY SOUTH MILLVALE THERE 
When are you going to take that bus?
TODAY 
At what time do you want to travel?
NINE FIFTEEN 
Leaving at 9 15 a.m. . Is this correct?
YES 
Alright
Just a minute. I'll look that up.
There is a 28X leaving FIFTH AVENUE AT BIGELOW at 9 23 a.m. . It will arrive at THE AIRPORT at 10 15 a.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
GOODBYE 
Thank you for using the cmu Let's Go Bus Information System. Goodbye.",322
2061123012,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
 DTMF_ZERO 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
THIRTY IN THE NEXT OR REPEAT NEXT FROM DOWNTOWN TO AIRPORT 
Leaving from DOWNTOWN . Is this correct?
YES 
Alright
Going to AIRPORT . Did I get that right?
YES 
Right
When do you want to travel?
SEVEN SEVEN THIRTY 
Leaving at 7 30 a.m. . Did I get that right?
NO 
When are you going to take that bus?
NO 
When do you want to travel?
SEVEN 
Leaving at 7 a.m. . Is this correct?
YES 
Okay
Hold on. I'll look that up.
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 7 17 a.m. . It will arrive at THE AIRPORT at 7 56 a.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
YES YES 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
REPEAT 
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 7 17 a.m. . It will arrive at THE AIRPORT at 7 56 a.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
SHOULD 
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",612
2061123013,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?",33
2061123014,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?",33
2061123015,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
HELLO START A REPEAT 28K IT CORNER DAY 
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
 DTMF_ZERO 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..",238
2061123016,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
THE TRIP MENU 61A SHADYSIDE EIGHT LEAVE EDGEWOOD GOING TO OAKLAND 
Going to OAKLAND . Did I get that right?
YES THANKS 
If you want to go to OAKLAND say yes or press one, otherwise say no or press three.
YES 
Alright
Leaving from EDGEWOOD . Is this correct?
YES 
Alright
When do you wanna travel?
NOW 
You want the next bus . Is this correct?
NO OPERATOR COME WEST 
Please use shorter answers because I have trouble understanding long sentences.
You want the next bus . Is this correct?
YES 
Alright
Just a minute. I'll look that up.
The next 61A leaves EDGEWOOD AVENUE AT COLUMBIA at 7 23 a.m. , and arrives at FIFTH AVENUE AT BIGELOW PITT at 8 a.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",276
2061123017,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
CO 
The CO . Is this correct?
DIDN'T 
If you want the schedule of the CO say yes or press one, otherwise say no or press three.
 DTMF_ONE 
Right
I'm sorry but I do not have the schedule for the CO . The routes I currently cover are the following: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 5 oh 1.
What can I do for you?
 DTMF_ZERO DTMF_ONE 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..",302
2061123018,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
HELLO 
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
81B OKAY 
(001): 
Where are you leaving from?
THE BLOOMFIELD BRIDGE 
Leaving from THE BLOOMFIELD BRIDGE . Is this correct?
NO 
Where do you wanna leave from?
HOMEWOOD WANT TO DUQUESNE 
Please use shorter answers because I have trouble understanding long sentences.
Where would you like to leave from?
NO WOOD 
Leaving from WOOD . Is this correct?",175
2061123019,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
61C 
The 61C . Did I get that right?
YES 
Right
Where are you leaving from?
HOMESTEAD TO GO TO THAT'S WANNA TAKE 
Leaving from HOMESTEAD . Did I get that right?
YES 
Right
What is your destination?
MIFFLIN TAKE 
For example, you can say, MCKEESPORT, MURRAY AND HAZELWOOD, or DOWNTOWN.
MCKEESPORT 
Going to MCKEESPORT . Did I get that right?
WEST MIFFLIN TURTLE CREEK 
Going to MCKEESPORT . Did I get that right?
YES 
Alright
TURTLE CREEK . Is this correct?
YES 
Right
I'm sorry but I do not have the schedule for buses serving TURTLE CREEK . Currently, I only cover some routes in the following neighborhoods: Downtown, Oakland, Shadyside, Squirrel Hill, Homestead, McKeesport, and the airport.
What can I do for you?",255
2061123020,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
61A ME IF THE WATERFRONT AT TERMINUS FOR TO SQUIRREL HILL WOULD TIME IS IT GREEN TREE ROAD SIX QUERY 
Leaving from TERMINUS . Did I get that right?
YES 
Okay
Where are you going?
SQUIRREL HILL 
Going to SQUIRREL HILL . Is this correct?
FROM 
If you want to go to SQUIRREL HILL say yes or press one, otherwise say no or press three.
SI YES FROM TOWN 
If you want to go to SQUIRREL HILL say yes or press one, otherwise say no or press three.
YES 
Right
When are you going to take that bus?
YES 
When do you want to travel?
ONE O'CLOCK 
Leaving at 1 p.m. . Is this correct?
CORRECT 
Alright
Hold on. I'll look that up.
There is a 59U leaving WATERFRONT AT TERMINUS at 1 14 p.m. . It will arrive at FORBES AVENUE AT MURRAY at 1 45 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN IS THE NEXT 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
DOES THE 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",398
2061123021,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
54C 
The 54C . Is this correct?
YES 
Right
Where do you want to leave from?
BLOOMFIELD 
Leaving from BLOOMFIELD . Is this correct?
YES 
Alright
Where do you want to go?
OAKLAND 
Going to OAKLAND . Did I get that right?
YES 
Alright
When would you like to travel?
EIGHT THIRTY 
Leaving at 8 30 a.m. . Is this correct?
P A M 
When do you want to travel?
EIGHT THIRTY P M 
Leaving at 8 30 a.m. . Is this correct?
NO 
Leaving at 8 30 p.m. . Is this correct?
YES 
Alright
Hold on. I'll look that up.
There is a 54C leaving PENN AVENUE AT MAIN at 8 33 p.m. . It will arrive at FIFTH AVENUE AT BIGELOW PITT at 8 52 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN IS THE NEXT BUS 
Okay.
There is a 54C leaving LIBERTY AVENUE AT MILLVALE WEST PENN HOSPITAL at 9 11 p.m. . It will arrive at FIFTH AVENUE AT BIGELOW PITT at 9 25 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN IS THE PREVIOUS BUS 
Just a second.
There is a 54C leaving LIBERTY AVENUE AT MILLVALE WEST PENN HOSPITAL at 8 38 p.m. . It will arrive at FIFTH AVENUE AT BIGELOW PITT at 8 52 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN NEXT BUS 
Just a second.
There is a 54C leaving LIBERTY AVENUE AT MILLVALE WEST PENN HOSPITAL at 9 11 p.m. . It will arrive at FIFTH AVENUE AT BIGELOW PITT at 9 25 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",666
2061123022,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
THE 54C 
The 54C . Did I get that right?
YES 
Right
Where do you want to leave from?
BLOOMFIELD 
Leaving from BLOOMFIELD . Is this correct?
YES 
Alright
Where do you want to go?
OAKLAND 
Going to OAKLAND . Did I get that right?
YES 
Alright
When are you going to take that bus?
NO 
When do you wanna travel?
EIGHT THIRTY 
Leaving at 8 30 a.m. . Did I get that right?
P M 
When are you going to take that bus?
EIGHT THIRTY EIGHT EIGHT 
Leaving at 8 30 a.m. . Did I get that right?
NO 
Leaving at 8 a.m. . Is this correct?
NO 
At what time would you like to travel?
EIGHT THIRTY BE 
Leaving at 8 a.m. . Is this correct?
NO 
At what time would you like to travel?
EIGHT THIRTY 
Leaving at 8 30 a.m. . Did I get that right?
P A M 
At what time would you like to travel?
A M 
At what time do you wanna travel?
EIGHT THIRTY A M 
Leaving at 8 30 a.m. . Did I get that right?
NO 
At what time do you want to travel?
EIGHT THIRTY A M 
Leaving at 8 30 a.m. . Is this correct?
NO 
At what time do you want to travel?
EIGHT THIRTY KEEP A M 
At what time do you wanna travel?
EIGHT THIRTY A M 
Leaving at 8 30 a.m. . Is this correct?
NO 
At what time do you wanna travel?
EIGHT THIRTY KEEP A M 
At what time do you wanna travel?
EIGHT THIRTY 
Leaving at 8 30 a.m. . Is this correct?
NO 
At what time do you want to travel?
EIGHT THIRTY TEN 
Leaving at 10 a.m. . Is this correct?
NO 
At what time do you wanna travel?
EIGHT THIRTY KEEP 
Leaving at 8 a.m. . Is this correct?
NO 
At what time would you like to travel?
EIGHT EIGHT P M 
Leaving at 8 p.m. . Did I get that right?
NO 
At what time would you like to travel?
EIGHT EIGHT P M 
Leaving at 8 p.m. . Did I get that right?
NO 
At what time would you like to travel?
EIGHT EIGHT A M 
Leaving at 8 a.m. . Is this correct?
NO 
At what time do you want to travel?
EIGHT THIRTY EIGHT A M 
Leaving at 8 38 a.m. . Is this correct?
NO 
At what time do you want to travel?
HELP 
So far, I know that you want to take the 54C from BLOOMFIELD to OAKLAND
Right now, I need to know about what time you want to take the bus.
For example, you can say, 10:30 in the morning, or I want to arrive by 3 p m, or i want the next bus.
YES 
For example, you can say, 10:30 in the morning, or I want to arrive by 3 p m, or i want the next bus.
EIGHT THIRTY KEEP 
Leaving at 8 a.m. . Is this correct?
NO 
At what time would you like to travel?
EIGHT THIRTY 
Leaving at 8 30 a.m. . Is this correct?
EIGHT 
Leaving at 8 30 a.m. . Did I get that right?
NO 
Leaving at 8 a.m. . Did I get that right?
NO 
At what time do you want to travel?
EIGHT THIRTY P M 
Leaving at 8 30 p.m. . Is this correct?
YES 
Right
Hold on. Let me check that for you.
There is a 54C leaving PENN AVENUE AT MAIN at 8 33 p.m. . It will arrive at FIFTH AVENUE AT BIGELOW PITT at 8 52 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",1006
2061123023,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
GET DOES THE BUS ABOUT 
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
GET WHERE 
(001): 
Where would you like to leave from?
FRANKSTOWN WE'RE GOING TO THE 
Please use shorter answers because I have trouble understanding long sentences.
Where are you leaving from?
FRANKSTOWN 
FRANKSTOWN . Did I get that right?
YES 
Alright
I'm sorry but I do not have the schedule for buses serving FRANKSTOWN . Currently, I only cover some routes in the following neighborhoods: Downtown, Oakland, Shadyside, Squirrel Hill, Homestead, McKeesport, and the airport.
What can I do for you?",213
2061123024,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
 DTMF_ZERO 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
SIX 
Leaving at 6 p.m. . Is this correct?",191
2061123025,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?",33
2061123026,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
28X 
The 28X . Is this correct?
YES 
Okay
Where do you wanna leave from?
DOWNTOWN 
Leaving from DOWNTOWN . Is this correct?
YES 
Alright
What is your destination?
SHERADEN 
Going to SHERADEN . Did I get that right?
YES 
Right
When do you want to travel?
NINE 
Leaving at 9 p.m. . Is this correct?
YES 
Okay
Hold on. Let me check that for you.
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 9 28 p.m. . It will arrive at WEST BUSWAY AT SHERADEN STATION at 9 36 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN IS THE PREVIOUS 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
WHEN IS THE PREVIOUS BUS 
Okay.
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 8 58 p.m. . It will arrive at WEST BUSWAY AT SHERADEN STATION at 9 oh 6 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN IS 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",419
2061123027,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
I'D LIKE TO KNOW WHEN THE LIVE BUSWAY EAST OHIO FOR POLISH HILL FOR SCHEDULE FOR SIX 
Leaving at 6 p.m. . Did I get that right?
NO 
OHIO . Is this correct?
YES 
Alright
I'm sorry but I do not have the schedule for buses serving OHIO . Currently, I only cover some routes in the following neighborhoods: Downtown, Oakland, Shadyside, Squirrel Hill, Homestead, McKeesport, and the airport.
What can I do for you?",144
2061123028,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?",33
2061123029,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
DOLLARS RUN THAT 54C 
The 54C . Is this correct?
YES 
Alright
Where do you wanna leave from?
EAST OHIO STREET 
Leaving from EAST OHIO STREET . Did I get that right?
RIGHT 
Alright
Where are you going?
POLISH HILL 
Going to POLISH HILL . Is this correct?
YES 
Okay
When would you like to travel?
TEN THIRTY 
Leaving at 10 30 p.m. . Is this correct?
RIGHT 
Right
Hold on. Let me check that for you.
There is a 54C leaving EAST OHIO STREET AT NASH ISLAND at 10 45 p.m. . It will arrive at DOBSON STREET AT HERRON at 11 oh 6 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",255
2061123030,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
What can I do for you?
I'm having some trouble hearing you. If you're still there, please try to talk a little bit louder or closer to the phone.
What can I do for you?
I will assume you are not there. Goodbye.
(000): ",90
2061123031,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
THE STRIP 
Leaving from THE STRIP . Did I get that right?
NO 
What can I do for you?
DOWNTOWN 
Leaving from DOWNTOWN . Is this correct?
YES 
Alright
What is your destination?
AIRPORT 
Going to AIRPORT . Did I get that right?
YES 
Okay
When would you like to travel?
EIGHT THIRTY P M 
Leaving at 8 30 p.m. . Did I get that right?
YES 
Right
Hold on. I'll look that up.
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 8 33 p.m. . It will arrive at THE AIRPORT at 9 oh 8 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
NEXT BUS 
Okay.
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 8 58 p.m. . It will arrive at THE AIRPORT at 9 33 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
WHEN IS THE NEXT BUS 
Okay.
There is a 28X leaving SEVENTH AVENUE AT SMITHFIELD at 9 28 p.m. . It will arrive at THE AIRPORT at 10 oh 3 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",455
2061123032,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
NO WOULD THAT 
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
28X SENIOR 
(001): 
Where would you like to leave from?
ROBINSON TOWNE 
Leaving from ROBINSON TOWNE . Is this correct?
NO 
Where are you leaving from?
ROBINSON TOWNE CENTER 
Leaving from ROBINSON TOWNE CENTER . Did I get that right?
YES 
Alright
What is your destination?
AIRPORT 
Going to AIRPORT . Did I get that right?
YES 
Right
When do you wanna travel?
SEVEN THIRTY 
Leaving at 7 30 p.m. . Is this correct?
YES 
Right
Just a minute. I'll look that up.
There is a 28X leaving PARK MANOR BOULEVARD AT IKEA at 7 41 p.m. . It will arrive at THE AIRPORT at 7 54 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
NEXT BUS 
Just a second.
There is a 28X leaving PARK MANOR BOULEVARD AT IKEA at 7 55 p.m. . It will arrive at THE AIRPORT at 8 oh 8 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
BUS 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
BUS 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.
NEXT BUS 
Just a second.
There is a 28X leaving ROBINSON TOWNE CENTER DRIVE AT PARK MANOR BOULEVARD at 8 oh 1 p.m. . It will arrive at THE AIRPORT at 8 28 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
FIVE THIRTY 
You can say, when is the next bus, when is the previous bus, start a new query, or goodbye.",621
2061123033,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
The 61A . Did I get that right?
SQUIRREL HILL 
The 61A . Did I get that right?
YES 
Alright
You want the next bus . Is this correct?
YES 
Alright
The 1A . Did I get that right?
61A 
The 1A . Did I get that right?
NO 
Leaving from SQUIRREL HILL . Did I get that right?
NO 
Leaving from SOUTH SIDE . Did I get that right?
NO 
Leaving from THE AIRPORT . Is this correct?
LEAVING FROM WILKINSBURG 
The 61A . Did I get that right?
YES 
Alright
Leaving from WILKINSBURG . Did I get that right?
YES FOUR COAL STREET AT FRANKLIN FORTY 
Leaving from WILKINSBURG . Is this correct?
YES 
Okay
What is your destination?
SQUIRREL HILL 
Going to SQUIRREL HILL . Did I get that right?
YES 
Okay
Just a minute. I'll look that up.
The next 61A leaves COAL STREET AT REBECCA at 6 36 p.m. , and arrives at FORBES AVENUE AT MURRAY at 6 48 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.
START A NEW QUERY 
Okay, let's start from the beginning.
What can I do for you?
NO THE WOULD LIKE SIXTY ONE C 
Leaving at 1 a.m. . Is this correct?
LEAVE SQUIRREL HILL 
Leaving at 1 a.m. . Is this correct?
NO 
Leaving from SQUIRREL HILL . Is this correct?
YES 
Okay
Where do you want to go?
TO MCKEESPORT 
Going to MCKEESPORT . Did I get that right?
YES 
Right
When do you want to travel?
HELLO 
For example, you can say, 10:30 in the morning, or I want the next bus, or say start over to restart.",512
2061123034,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?",33
2061123035,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
THE ONE FORBES AND MURRAY PERSON DAY 
Leaving from MURRAY . Is this correct?
INTERVIEW AT NORTH HOMEWOOD ON THE 
Leaving from MURRAY . Is this correct?
THE 
If you want to leave from MURRAY say yes or press one, otherwise say no or press three.
Leaving from MURRAY . Is this correct?
[TIMEOUT]THE NO WE'RE LEAVING NO WE 
NORTH HOMEWOOD . Did I get that right?
SWISSVALE 
NORTH HOMEWOOD . Did I get that right?
YES 
Okay
I'm sorry but I do not have the schedule for buses serving NORTH HOMEWOOD . Currently, I only cover some routes in the following neighborhoods: Downtown, Oakland, Shadyside, Squirrel Hill, Homestead, McKeesport, and the airport.
What can I do for you?
HELP 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
NO 
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
OAKLAND 
Leaving from OAKLAND . Did I get that right?
THE 
If you want to leave from OAKLAND say yes or press one, otherwise say no or press three.
THE 
If you want to leave from OAKLAND say yes or press one, otherwise say no or press three.
THREE 
Leaving at 3 a.m. . Did I get that right?
61A 
Leaving at 3 a.m. . Is this correct?
NO 
The 61A . Is this correct?
If you want the schedule of the 61A say yes or press one, otherwise say no or press three.",538
2061123036,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
DTMF_ZERO 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..",223
2061123037,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
HELP 
I am an automated spoken dialogue system that can give you schedule information for bus routes in Pittsburgh's East End. You can ask me about the following buses: 28X, 54C, 56U, 59U, 61A, 61B, 61C, 61D, 61F, 64A, 69A, and 501.
What bus schedule information are you looking for?
For example, you can say, when is the next 28X from DOWNTOWN to THE AIRPORT? or I'd like to go from MCKEESPORT to HOMESTEAD tomorrow at 10 a.m..
61C 
The 61C . Is this correct?
YES 
Alright
Where do you want to leave from?
SORRY 
Where do you want to leave from?
Where do you wanna leave from?
VERSAILLES 
For example, you can say, MCKEESPORT, MURRAY AND HAZELWOOD, or DOWNTOWN.
MURRAY HAZELWOOD 
Leaving from HAZELWOOD . Is this correct?
NO 
Leaving from MURRAY . Is this correct?
YES 
Alright
What is your destination?
DOWNTOWN PITTSBURGH 
Going to DOWNTOWN PITTSBURGH . Is this correct?
YES 
Alright
When are you going to take that bus?
NEXT BUS 
I think you want the next bus . Am I right?
NO OAKLAND AT FIFTH 
At what time do you want to travel?
WELFER AND MURRAY 
For example, you can say, 10:30 in the morning, I want the next bus, or say start over to restart.
A M NIGHT 
At what time would you like to travel?
EIGHT O'CLOCK AT NIGHT 
At what time do you want to travel?
EIGHT O'CLOCK AT NIGHT 
At what time would you like to travel?
THEY HERE SIX EIGHT O'CLOCK AT NIGHT 
At what time do you wanna travel?
EIGHT O'CLOCK 
Leaving at 8 p.m. . Did I get that right?
P M 
At what time do you want to travel?
SIX 
Leaving at 6 a.m. . Did I get that right?
EAST LIBERTY LEAVING MOON 
I need you to give me a short answer.
Leaving at 6 a.m. . Did I get that right?
NO 
Leaving at 8 p.m. . Is this correct?
YES 
Alright
Hold on. I'll look that up.
There is a 61C leaving FORBES AVENUE AT MURRAY at 8 oh 7 p.m. . It will arrive at FORBES AVENUE AT STANWIX at 8 30 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",681
2061123038,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
61A 
The 61A . Did I get that right?
YES 
Right
Where do you want to leave from?
EASTMONT 
EASTMONT . Did I get that right?
NO 
Where are you leaving from?
YEAH 
For example, you can say, NORTH BRADDOCK, FORBES AND MURRAY, or DOWNTOWN.
SQUIRREL HILL 
Leaving from SQUIRREL HILL . Is this correct?
YES 
Okay
Where are you going?",144
2061123039,"Welcome to the CMU Let's Go bus information system.
To get help at any time, just say Help or press zero.
What can I do for you?
61A 
The 61A . Is this correct?
YES 
Alright
Where are you leaving from?
SQUIRREL HILL 
Leaving from SQUIRREL HILL . Is this correct?
YES 
Okay
What is your destination?
REGENT SQUARE 
Going to REGENT SQUARE . Did I get that right?
YES 
Okay
When are you going to take that bus?
NOW 
I think you want the next bus . Am I right?
YES 
Right
Just a minute. I'll look that up.
The next 61A leaves FORBES AVENUE AT MURRAY at 6 58 p.m. , and arrives at FORBES AVENUE AT BRADDOCK at 7 oh 3 p.m. .
To get more information about buses related to this trip, you can say, when is the next bus, or, when is the previous bus. To ask about a different trip, you can say, start a new query. If you are finished, you can say goodbye.",246
